ImageId;fileName
11045;S:\CNTKFiles\IsFundusImage\images\1 Non 1 468a64ac-1e43-4573-9035-75e771e2628b.jpeg
171966;S:\CNTKFiles\IsFundusImage\images\1 Non 1 09a17d63-8ea5-48f3-9ed9-2b243c2701b5.bmp
129058;S:\CNTKFiles\IsFundusImage\images\0 Non 1 acf00ec2-8424-4759-91d0-d1c7cc3995ae.bmp
99701;S:\CNTKFiles\IsFundusImage\images\1 Non 1 1558df79-60d5-4f10-bd9a-1a20ce32b8a9.jpg
204965;S:\CNTKFiles\IsFundusImage\images\1 Non 1 0cacddcb-6f2c-447f-ae90-5cbca82b2feb.bmp
259381;S:\CNTKFiles\IsFundusImage\images\1 Non 1 d68a105a-a6ae-4047-b3df-fcf47e9191b6.bmp
34030;S:\CNTKFiles\IsFundusImage\images\0 Non 1 896b9845-f6c3-408b-ad6d-f8bf56b7b538.jpg
219742;S:\CNTKFiles\IsFundusImage\images\0 Non 1 1a1b36cf-bb76-4909-a3ed-985bf38e5bbc.bmp
113795;S:\CNTKFiles\IsFundusImage\images\1 Non 1 20f1ff5d-1206-45e8-a407-4b92e6463471.jpg
221934;S:\CNTKFiles\IsFundusImage\images\0 Non 1 e09ac900-2ed3-4c56-a628-4922e6201423.bmp
181703;S:\CNTKFiles\IsFundusImage\images\1 Non 1 83364aba-4133-4905-8a4a-96d0a6f1587f.bmp
186315;S:\CNTKFiles\IsFundusImage\images\1 Non 1 935c695a-1e0f-4b8e-bbe1-175d1b461411.bmp
81424;S:\CNTKFiles\IsFundusImage\images\100 Non 1 b581569a-77c4-4da6-a85b-54a1ca596430.jpg
195381;S:\CNTKFiles\IsFundusImage\images\1 Non 1 082b88bf-e5a5-4e71-852d-73ab90f4e0d3.bmp
36088;S:\CNTKFiles\IsFundusImage\images\1 Non 1 117501ab-c9f7-4faa-b7b2-1c5860141ef6.bmp
65489;S:\CNTKFiles\IsFundusImage\images\1 Non 1 739a0391-77eb-4912-b56a-adc072b779a9.jpg
60405;S:\CNTKFiles\IsFundusImage\images\0 Non 1 8e450d85-e26a-4631-bb84-c8acd9f0e978.bmp
27869;S:\CNTKFiles\IsFundusImage\images\1 Non 1 c8483864-f2f5-46fa-8506-36b11459a9fd.jpeg
227205;S:\CNTKFiles\IsFundusImage\images\1 Non 1 52454044-0781-4723-b6de-57aef29b8deb.bmp
231181;S:\CNTKFiles\IsFundusImage\images\1 Non 1 365879bc-9e47-48dc-a64c-23c1fd312c0c.bmp
85814;S:\CNTKFiles\IsFundusImage\images\0 Non 1 2e90c2dd-d16a-43b5-bc4c-9f4161b09552.jpg
41149;S:\CNTKFiles\IsFundusImage\images\1 Non 1 fd2fee5e-ee0d-4c57-b949-1c10e2f40483.jpeg
51360;S:\CNTKFiles\IsFundusImage\images\1 Non 1 da2ed59a-7118-4af0-bccf-88feacab13bd.bmp
120347;S:\CNTKFiles\IsFundusImage\images\1 Non 1 0fd08663-20f4-4e71-b023-102cec130170.bmp
253726;S:\CNTKFiles\IsFundusImage\images\0 Non 1 9750cf2c-be7f-4317-bbb2-1ac5a939fa97.bmp
127480;S:\CNTKFiles\IsFundusImage\images\0 Non 1 d4c3aea1-71ac-4526-9cba-1d9bb7047cfa.bmp
181707;S:\CNTKFiles\IsFundusImage\images\1 Non 1 babc2a1c-04fe-43e7-8543-c5d3ff8fe133.bmp
246607;S:\CNTKFiles\IsFundusImage\images\0 Non 1 1dfef1c3-ded8-4064-a354-21cbf4e8457e.bmp
53936;S:\CNTKFiles\IsFundusImage\images\0 Non 1 6874f9a2-aac2-45cf-b615-fda2ea4b0748.bmp
138133;S:\CNTKFiles\IsFundusImage\images\1 Non 1 41f36b68-8652-444f-936e-49d1ccd8a135.bmp
197580;S:\CNTKFiles\IsFundusImage\images\0 Non 1 ccbc0946-7bcb-4cf9-8204-79238cff3677.bmp
16297;S:\CNTKFiles\IsFundusImage\images\0 Non 1 b653d04b-df6e-4f28-be82-59f66663a407.jpeg
37800;S:\CNTKFiles\IsFundusImage\images\1 Non 1 b8de003e-5d4d-4ab9-abb3-8ef164427f61.jpg
242473;S:\CNTKFiles\IsFundusImage\images\1 Non 1 7f841517-2e31-438b-b87a-a62414a4e7fd.bmp
8452;S:\CNTKFiles\IsFundusImage\images\0 Non 1 377d1bc3-a69d-40b0-bb60-1e294ab431d6.jpeg
173952;S:\CNTKFiles\IsFundusImage\images\1 Non 1 5e8556c3-749d-49c1-88e1-2309e16e0e45.bmp
51194;S:\CNTKFiles\IsFundusImage\images\1 Non 1 f9df490c-7b40-4184-a5e0-d4df0ac1e140.bmp
113636;S:\CNTKFiles\IsFundusImage\images\1 Non 1 1846af4a-75e3-44ef-9ee1-071aee8e5798.jpg
7970;S:\CNTKFiles\IsFundusImage\images\0 Non 1 19799913-140e-4b3c-8747-36a52b9c021e.jpeg
79513;S:\CNTKFiles\IsFundusImage\images\0 Non 1 4a92858b-7bb3-44d9-ab14-ab3084e97c91.jpg
126593;S:\CNTKFiles\IsFundusImage\images\0 Non 1 5c3117c1-0fd6-435d-bed7-ec05b8bc7ce5.bmp
88027;S:\CNTKFiles\IsFundusImage\images\1 Non 1 22a60d3d-c676-4e81-83af-49c8e9920f14.jpg
50256;S:\CNTKFiles\IsFundusImage\images\1 Non 1 921def5c-d546-4f56-9811-e43f998545cc.bmp
177242;S:\CNTKFiles\IsFundusImage\images\1 Non 1 7a82c09b-1b9f-4f2e-8ed5-0030f4ef9bf1.bmp
82321;S:\CNTKFiles\IsFundusImage\images\1 Non 1 851dc386-9896-49a2-9e3b-004e936f3613.jpg
155251;S:\CNTKFiles\IsFundusImage\images\1 Non 1 e1e33979-8f52-4c8e-bd81-909049b005a8.bmp
204822;S:\CNTKFiles\IsFundusImage\images\1 Non 1 7869f4dd-46cb-4d71-a14c-be4c6e4dc08e.bmp
237401;S:\CNTKFiles\IsFundusImage\images\1 Non 1 3248b845-1275-4e34-a29e-ae06af5241c9.bmp
88891;S:\CNTKFiles\IsFundusImage\images\1 Non 1 0ed16694-463f-4dc8-b2d1-af495128f98d.jpg
148307;S:\CNTKFiles\IsFundusImage\images\1 Non 1 d2f4a95a-3f5b-445a-b275-dfb8a43b63c1.bmp
13658;S:\CNTKFiles\IsFundusImage\images\0 Non 1 3b32c52c-3e69-425f-99ee-19aa70d82f9a.jpeg
189356;S:\CNTKFiles\IsFundusImage\images\1 Non 1 5c85e0d2-90ce-4633-9218-44c1c757a9cc.bmp
114649;S:\CNTKFiles\IsFundusImage\images\1 Non 1 878996c6-8fc2-49f4-aaa0-2bfc1bd9f26e.jpg
26459;S:\CNTKFiles\IsFundusImage\images\0 Non 1 1e2adc19-fe3e-4abb-969a-6411062feb81.jpeg
202370;S:\CNTKFiles\IsFundusImage\images\1 Non 1 d31895fc-2eaf-4f53-b3c4-4d178c47190a.bmp
94655;S:\CNTKFiles\IsFundusImage\images\0 Non 1 151e168a-e72e-4fb9-b626-7e236fc39c8e.jpg
149801;S:\CNTKFiles\IsFundusImage\images\1 Non 1 caf97f52-5858-4511-b1d7-cc703de1d5c9.bmp
252377;S:\CNTKFiles\IsFundusImage\images\1 Non 1 5cd4f05d-e423-4aac-8c2d-68afe2a3cfb9.bmp
14536;S:\CNTKFiles\IsFundusImage\images\0 Non 1 39060b81-ca2d-473f-8134-de1d05a5d0e7.jpeg
34078;S:\CNTKFiles\IsFundusImage\images\0 Non 1 e90e87be-fde4-4ec9-8396-90b42d56e97b.jpg
66975;S:\CNTKFiles\IsFundusImage\images\1 Non 1 e3a433a6-a73f-4684-a57b-a148a3e998a7.jpg
99591;S:\CNTKFiles\IsFundusImage\images\1 Non 1 1b305960-3b87-4ac9-a172-9707f0c75a11.jpg
226666;S:\CNTKFiles\IsFundusImage\images\0 Non 1 58437d60-6a52-4020-9e65-bc6a6a585b43.bmp
47826;S:\CNTKFiles\IsFundusImage\images\0 Non 1 95ef791e-2af6-46d7-8cf2-8f62d876ec92.bmp
100628;S:\CNTKFiles\IsFundusImage\images\1 Non 1 bac77d06-ba36-4e3b-bd37-079493cc0695.jpg
216232;S:\CNTKFiles\IsFundusImage\images\1 Non 1 787e63fd-246c-4d94-a269-ffd3366154db.bmp
156060;S:\CNTKFiles\IsFundusImage\images\1 Non 1 a61327f6-3f84-469a-9184-f7ac2401f3d2.bmp
25824;S:\CNTKFiles\IsFundusImage\images\0 Non 1 537a4022-4b15-4363-90fd-d353fb92e718.jpeg
248222;S:\CNTKFiles\IsFundusImage\images\1 Non 1 521c6de6-1799-4db5-86b9-56d5119a28d7.bmp
222996;S:\CNTKFiles\IsFundusImage\images\0 Non 1 dde27708-2dd0-4cae-89e3-d721b77bc13d.bmp
11058;S:\CNTKFiles\IsFundusImage\images\1 Non 1 dfe57ea8-d9f7-4ca9-8141-88ab803fcb0d.jpeg
197161;S:\CNTKFiles\IsFundusImage\images\1 Non 1 93d48e82-41c1-4fc3-bcfb-9664bddf25b1.bmp
109225;S:\CNTKFiles\IsFundusImage\images\1 Non 1 c7814236-f4b7-4890-94e8-e9114a186d9c.jpg
155272;S:\CNTKFiles\IsFundusImage\images\1 Non 1 1c3f00c7-9dc2-4faa-b089-48f499d2e71f.bmp
141180;S:\CNTKFiles\IsFundusImage\images\0 Non 1 dd703edc-e734-4894-812d-d06540bf5e0d.bmp
84833;S:\CNTKFiles\IsFundusImage\images\0 Non 1 da954c9d-a000-4ed9-aac7-90c04e50abc6.jpg
147789;S:\CNTKFiles\IsFundusImage\images\1 Non 1 f8e71e69-b55d-47d7-b786-33ff5e3d5cdf.bmp
210114;S:\CNTKFiles\IsFundusImage\images\0 Non 1 0960a3d7-a6ad-45e5-9b35-76a28499ba0f.bmp
83527;S:\CNTKFiles\IsFundusImage\images\0 Non 1 b0960171-7955-417d-9150-7d4efb4d164e.jpg
178530;S:\CNTKFiles\IsFundusImage\images\1 Non 1 71076905-6eb8-4284-8427-d08fa17511bc.bmp
63743;S:\CNTKFiles\IsFundusImage\images\1 Non 1 4c90f55a-88b2-448a-ad56-71757c914b89.jpg
131389;S:\CNTKFiles\IsFundusImage\images\1 Non 1 6145e8ad-e6f2-4580-9d5e-06fb6116ce15.bmp
185190;S:\CNTKFiles\IsFundusImage\images\1 Non 1 fef94a2d-cd1e-42a0-a313-75e968dc6a38.bmp
234263;S:\CNTKFiles\IsFundusImage\images\0 Non 1 e699023f-2710-47b4-9b99-3c5f80f302ef.bmp
213169;S:\CNTKFiles\IsFundusImage\images\0 Non 1 75325717-e393-47b7-a32d-2f19b9036795.bmp
244982;S:\CNTKFiles\IsFundusImage\images\1 Non 1 d8213e12-ba26-428b-b4c9-28426991b6a8.bmp
46433;S:\CNTKFiles\IsFundusImage\images\0 Non 1 222148c5-f142-4c34-91a7-38f5f5dc0ed7.bmp
237559;S:\CNTKFiles\IsFundusImage\images\1 Non 1 334d6c2c-5a1b-4d71-a2e1-9c5aaa2e875a.bmp
159967;S:\CNTKFiles\IsFundusImage\images\0 Non 1 43248855-1804-45e6-86db-76c0351fb455.bmp
249486;S:\CNTKFiles\IsFundusImage\images\1 Non 1 3bc47686-b788-49aa-8706-e4e5c69e73a9.bmp
163383;S:\CNTKFiles\IsFundusImage\images\1 Non 1 3b099d73-d9ca-4556-81fb-03f3a3623093.bmp
208700;S:\CNTKFiles\IsFundusImage\images\1 Non 1 0788068b-a9d6-4b03-9156-45cbc6989b0d.bmp
82545;S:\CNTKFiles\IsFundusImage\images\1 Non 1 ef3a73d2-2c13-45ae-af7c-2fe8b472ab0c.jpg
104264;S:\CNTKFiles\IsFundusImage\images\1 Non 1 de5a7555-fc1e-4032-929f-0b3425c8cb05.png
24139;S:\CNTKFiles\IsFundusImage\images\0 Non 1 9f4733a3-608c-4470-a173-1260c453d6ce.jpeg
182612;S:\CNTKFiles\IsFundusImage\images\1 Non 1 be7723f8-c919-44d0-9ee7-f39912540bd7.bmp
46317;S:\CNTKFiles\IsFundusImage\images\1 Non 1 14a04bf8-1938-4556-9c4c-cea2f6907e5d.bmp
176775;S:\CNTKFiles\IsFundusImage\images\1 Non 1 b8fecf8c-f2c0-4a30-9707-10e8132fb747.bmp
161081;S:\CNTKFiles\IsFundusImage\images\1 Non 1 3cf722e6-4bc8-40cd-8888-1cb47dd31672.bmp
195986;S:\CNTKFiles\IsFundusImage\images\1 Non 1 ba3f37d4-b595-42c7-b1ee-149c1c038695.bmp
232753;S:\CNTKFiles\IsFundusImage\images\1 Non 1 e803f58e-4468-4998-9c0c-04d068acf5e4.bmp
140602;S:\CNTKFiles\IsFundusImage\images\1 Non 1 6b273192-6df3-4f04-8d8d-0bb63d29819a.bmp
115818;S:\CNTKFiles\IsFundusImage\images\1 Non 1 cf2b670c-09fd-4b51-b324-5d11778a698a.jpg
222186;S:\CNTKFiles\IsFundusImage\images\0 Non 1 3587f932-4623-4016-8286-c2d57b795255.bmp
195964;S:\CNTKFiles\IsFundusImage\images\1 Non 1 c58e9278-452c-4b88-bde7-b90a83532983.bmp
107312;S:\CNTKFiles\IsFundusImage\images\1 Non 1 1343fd5f-43ea-4a66-948b-c4f8c50ae90f.jpg
122355;S:\CNTKFiles\IsFundusImage\images\1 Non 1 a94f5d9f-73db-4b51-937f-5ac46b022251.bmp
184516;S:\CNTKFiles\IsFundusImage\images\1 Non 1 8c552d76-1396-49cb-95d7-900884cd4cef.bmp
239171;S:\CNTKFiles\IsFundusImage\images\1 Non 1 4ff5367c-f152-479e-8ec2-7c98cfc2489c.bmp
35636;S:\CNTKFiles\IsFundusImage\images\1 Non 1 280daba8-ceb8-40a5-bb88-d6257475ded7.bmp
8016;S:\CNTKFiles\IsFundusImage\images\0 Non 1 cdda03ff-f056-47f2-b0e7-2b33ee247a50.jpeg
129098;S:\CNTKFiles\IsFundusImage\images\0 Non 1 616edc83-26e1-42cb-9658-85b7fd5c66e3.bmp
24854;S:\CNTKFiles\IsFundusImage\images\0 Non 1 a4fdb8bd-4f53-4618-a005-60629602f757.jpeg
186962;S:\CNTKFiles\IsFundusImage\images\1 Non 1 e6fbcc52-a18d-413b-930d-176bbcdbdacb.bmp
49664;S:\CNTKFiles\IsFundusImage\images\0 Non 1 9b3b50be-4e6f-414e-84f8-55a47ccff3c7.bmp
154410;S:\CNTKFiles\IsFundusImage\images\1 Non 1 e86b1971-aee5-4adc-88f1-052c5d06d457.bmp
33531;S:\CNTKFiles\IsFundusImage\images\1 Non 1 94eef7bf-fe5e-4b55-aa58-73431b1688a7.bmp
19810;S:\CNTKFiles\IsFundusImage\images\1 Non 1 2ab2b4e5-fba8-470a-95d0-404ba9d13a6a.jpeg
196555;S:\CNTKFiles\IsFundusImage\images\1 Non 1 f5b3f232-25e9-475e-ac29-58a4b8017c40.bmp
247940;S:\CNTKFiles\IsFundusImage\images\0 Non 1 ed007307-b403-4984-9e3b-e2a18b890c2f.bmp
61545;S:\CNTKFiles\IsFundusImage\images\1 Non 1 72137695-60fb-4574-8abd-baa10882a344.jpg
120528;S:\CNTKFiles\IsFundusImage\images\1 Non 1 b5a48585-64e1-430b-ac53-3a5582b0228e.bmp
29220;S:\CNTKFiles\IsFundusImage\images\1 Non 1 8c108d8d-62b2-456c-884a-a02ac22df18e.jpeg
258840;S:\CNTKFiles\IsFundusImage\images\1 Non 1 129f5590-02c0-4b89-a49d-4e44daaccf04.bmp
190008;S:\CNTKFiles\IsFundusImage\images\1 Non 1 7c98be55-359d-4991-a316-8f55f0c1832d.bmp
25612;S:\CNTKFiles\IsFundusImage\images\0 Non 1 c18af6f1-6571-4011-9c60-4466882da2ea.jpeg
252812;S:\CNTKFiles\IsFundusImage\images\1 Non 1 1b7a6a9a-dfa5-4399-9289-671d6900dc45.bmp
117551;S:\CNTKFiles\IsFundusImage\images\1 Non 1 10ccbc24-82ce-43ea-af5e-5681d4f8e901.bmp
124867;S:\CNTKFiles\IsFundusImage\images\0 Non 1 0acdfc63-dcf5-4137-b77a-f6e4807f92b8.bmp
171338;S:\CNTKFiles\IsFundusImage\images\1 Non 1 586a1e74-3196-44b2-91b6-411ba511b2a1.bmp
51916;S:\CNTKFiles\IsFundusImage\images\1 Non 1 c647060f-b64c-49a7-9c9b-d5b5705ecd02.bmp
176684;S:\CNTKFiles\IsFundusImage\images\1 Non 1 9c244199-cdc3-4f0f-9390-97a5ee180434.bmp
186793;S:\CNTKFiles\IsFundusImage\images\0 Non 1 e2699346-4437-48f0-8ae5-3ce4e2118c53.bmp
233451;S:\CNTKFiles\IsFundusImage\images\1 Non 1 48bd632b-df8e-46fd-9a2d-0fc417b8a85e.bmp
26575;S:\CNTKFiles\IsFundusImage\images\0 Non 1 9d9bd174-7b2a-49ab-80c2-8252e7470d60.jpeg
9992;S:\CNTKFiles\IsFundusImage\images\1 Non 1 1acd2dca-ed11-4c2f-a71b-ac7040db6eaa.jpeg
133856;S:\CNTKFiles\IsFundusImage\images\1 Non 1 0afe44d8-88a5-463c-b1df-b71349c2da4e.bmp
252391;S:\CNTKFiles\IsFundusImage\images\1 Non 1 7e1eb245-f34a-4347-934b-95517516a787.bmp
246878;S:\CNTKFiles\IsFundusImage\images\1 Non 1 c344e698-dc3b-4932-86ee-480a8ae6127a.bmp
57991;S:\CNTKFiles\IsFundusImage\images\0 Non 1 25d36498-1a83-4f05-bb85-255d4d638008.bmp
100018;S:\CNTKFiles\IsFundusImage\images\1 Non 1 8f58396f-59b4-4022-a3ae-28310e608280.jpg
50614;S:\CNTKFiles\IsFundusImage\images\1 Non 1 5ede1381-f659-4e4c-b429-10156c9d4b41.bmp
7930;S:\CNTKFiles\IsFundusImage\images\0 Non 1 bb4dfae6-8d65-4c50-9ff6-ddde8281228b.jpeg
223434;S:\CNTKFiles\IsFundusImage\images\0 Non 1 ae420582-44d1-4bb7-b86f-689acfbd9ec2.bmp
112803;S:\CNTKFiles\IsFundusImage\images\1 Non 1 20c8c8ce-77e9-4d31-a7da-909feb9f0ba1.jpg
16066;S:\CNTKFiles\IsFundusImage\images\1 Non 1 7ef9067f-22aa-4859-9385-8225431be77f.png
11437;S:\CNTKFiles\IsFundusImage\images\0 Non 1 24888ab1-33ab-416d-969a-1d0a15a0cd2f.JPG
47376;S:\CNTKFiles\IsFundusImage\images\1 Non 1 4b4fc798-8aff-4b58-bc41-85555b23164b.bmp
165137;S:\CNTKFiles\IsFundusImage\images\1 Non 1 69d72d7b-db9d-4864-90eb-0f00173f2a53.bmp
30342;S:\CNTKFiles\IsFundusImage\images\1 Non 1 0e1b90aa-f1dd-401c-a818-dcc582e798fc.jpeg
202054;S:\CNTKFiles\IsFundusImage\images\1 Non 1 7290df71-4cd5-4a8e-a4f7-18f47794ca91.bmp
257491;S:\CNTKFiles\IsFundusImage\images\1 Non 1 47a4b471-184c-48d4-b6c0-549daef78d0c.bmp
19921;S:\CNTKFiles\IsFundusImage\images\0 Non 1 da0c78ed-438c-468c-b194-727a29f0fe2a.jpeg
22570;S:\CNTKFiles\IsFundusImage\images\1 Non 1 05538693-a98f-4635-a034-484df70705b0.jpeg
210741;S:\CNTKFiles\IsFundusImage\images\1 Non 1 56f69402-a7e2-4c3e-8d2a-447f5557aab6.bmp
140246;S:\CNTKFiles\IsFundusImage\images\1 Non 1 eecc8f9e-f679-4b1a-b58c-4a6c98e4f836.bmp
80724;S:\CNTKFiles\IsFundusImage\images\0 Non 1 1cc12daa-0ae2-4d25-8753-8632db4e314b.jpg
82487;S:\CNTKFiles\IsFundusImage\images\1 Non 1 691a3235-5726-4c47-88ea-f9500deb8f36.jpg
219503;S:\CNTKFiles\IsFundusImage\images\0 Non 1 ef179f3c-f007-4226-9825-2508253ccfab.bmp
16857;S:\CNTKFiles\IsFundusImage\images\0 Non 1 3a471be4-a58c-471e-b045-859131fa54d5.jpeg
197985;S:\CNTKFiles\IsFundusImage\images\1 Non 1 0aa881b0-f3e5-42db-8e69-223efe469866.bmp
202004;S:\CNTKFiles\IsFundusImage\images\1 Non 1 486b6c7a-274e-4fd7-bd5f-136d3b68ff58.bmp
56573;S:\CNTKFiles\IsFundusImage\images\0 Non 1 1833e101-d90a-4fe5-b56c-0cf84acabc89.bmp
20318;S:\CNTKFiles\IsFundusImage\images\1 Non 1 0a54fd08-da95-4604-aa64-d42ffd29c9b3.jpeg
36331;S:\CNTKFiles\IsFundusImage\images\1 Non 1 7b000e56-9a4f-467c-9e0e-8f0d3ca70075.bmp
147524;S:\CNTKFiles\IsFundusImage\images\1 Non 1 779e9fc9-aa81-4ba8-a154-7e58768149d6.bmp
243122;S:\CNTKFiles\IsFundusImage\images\1 Non 1 efc41f97-3235-417a-b14f-86aa2081d4a0.bmp
85217;S:\CNTKFiles\IsFundusImage\images\0 Non 1 d5e5e2aa-999b-4be6-b635-17478fbe88b0.jpg
73177;S:\CNTKFiles\IsFundusImage\images\1 Non 1 7b247642-e26a-4048-8bf7-c52f37ed1522.jpg
145602;S:\CNTKFiles\IsFundusImage\images\1 Non 1 3db4d979-709b-41bd-9879-755e6b548ac5.bmp
182315;S:\CNTKFiles\IsFundusImage\images\1 Non 1 c3d2ac5b-802e-45e6-856d-f8d3bb53be91.bmp
102476;S:\CNTKFiles\IsFundusImage\images\1 Non 1 c05e5280-90d2-4ee6-97c8-62c880682912.jpg
157027;S:\CNTKFiles\IsFundusImage\images\1 Non 1 f9d02ebf-c555-47db-a161-b2ee2ec708fc.bmp
210989;S:\CNTKFiles\IsFundusImage\images\1 Non 1 cad804c4-a88e-4a02-92d7-79cd065589ed.bmp
19305;S:\CNTKFiles\IsFundusImage\images\0 Non 1 214f1d54-b1db-400f-84aa-4a29a1ce4a15.jpeg
210102;S:\CNTKFiles\IsFundusImage\images\1 Non 1 7e1c408a-433c-4cd2-bacf-9bb9a8f3c95d.bmp
197827;S:\CNTKFiles\IsFundusImage\images\1 Non 1 88af5df3-ed40-47d7-b729-cc4c68c11aa6.bmp
58608;S:\CNTKFiles\IsFundusImage\images\0 Non 1 51c20df0-4462-4065-8679-b48c208d3586.bmp
92802;S:\CNTKFiles\IsFundusImage\images\1 Non 1 6f34042b-9dad-467f-b3b9-2899352dbaef.jpg
37904;S:\CNTKFiles\IsFundusImage\images\0 Non 1 9e344d82-9c90-463f-9dcc-6d6a5c970fce.jpg
218998;S:\CNTKFiles\IsFundusImage\images\0 Non 1 9b1a1ad6-4b7d-400d-bbb3-bf8e5ed64c51.bmp
